DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
12538	__label2__	4	Y	Sports	B0003I68RS	Fat Cat 11.5 Gram Texas Hold 'em Poker Chip Set with 500 Striped Dice Chips	Almost perfect, great for the price.	The only issue which is really a non-issue to me was that there was 1 or 2 chips that had a little color spill. I gifted this particular set and everything arrived to them intact and good to go.
9462	__label1__	5	N	Watches	B00E4WSB0G	Montegrappa Chaos Gold and Enamel Automatic Watch	Value	Finally, I have found my dream watch. Thank god I have this. Now my house is under mortgage and my wife left me. I am $2,000 in debt and my furniture is being repossessed. But don't worry when i'm walking to work 23 miles away, ill look fresh as hell.
6134	__label1__	5	N	Home	B00AYE039U	Wall Hanging Wood Cross 12cm Olive Wood Wall Cross From Bethlehem (Ow-Crs-053)	Beautiful Look and Feel	This cross has a very unique and rather smooth touch to it. Maybe it's the wood they have used to make it, but it's just marvelous to touch. The wooden texture gives it an amazing look. Very well priced for such an amazingly well made cross.
13945	__label2__	4	Y	Apparel	B008F4G8WW	Columbia Women's Switchback II Jacket, Bright Rose, Small	This was somewhat disappointing but still a nice jacket.	I purchased the bright rose color and as the name describes and unlike the picture depicts the jacket is indeed a bright pink color. This was somewhat disappointing but still a nice jacket.
7724	__label1__	5	N	Pet Products	B00PF2BVC4	Dog Toothbrush Set with Two Dual Double Headed Toothbrushes By Legacy Pet Supplies	nice dog toothbrush	With 2 small dogs with dirty mouths this toothbrush is wonderful to have.  It does its Job! The handle allows it to move around the dogs mouth steadily and with control.  The bristle are great and do a wonderful job at cleaning the teeth. Great product
8305	__label1__	5	N	Automotive	B0000BX6RG	Meguiar's M4616 Marine/RV Gold Teak Oil - 16 oz.	Best I've Found	If you have precious wooden furniture or parts of the house that you need to take care of, this is the best brand I have found so far. There might be some that are better, but if so, I haven't come across those yet.
19804	__label2__	3	N	Video DVD	B001GDSO4Y	Aska: Japanese Drum	Great Drumming; Thread Bare Production	Performances = 3-1/2 stars; DVD production values = barely 2 stars.  Overall, very fine drumming especially for the first and last sets.  Impact is significantly reduced by minimally creative camera work and unimaginative video editing.  Highly repetitive shots (which exclude some performer close-ups) seems to indicate that an inadequate number of cameras were used and only a single recording of each set was made.  Audio is an insult to the performers!  Stereo only.  Poor placement of microphones and/or inadequate audio editing results in a loss of stage sound from front to rear--only instruments up front (or close to the front) can be heard the best or at all.  WILLIAM FLANIGAN, PhD.
7420	__label1__	5	N	Home Improvement	B00LCIVGPM	"Hide-A-Line 4"" 14 Ft Mini split and Central Air Conditioner & Heat Pump Line Set Cover Kit Decorative Tubing Cover"	Very Good!	I was really happy with this purchase. Not only was the installation hassle-free, but the way this product is designed and the fact that it's paintable, it enabled it to blend in quite nicely with my home. If you're looking for a lineset cover, I would certainly recommend this one.
19850	__label2__	5	Y	Wireless	B00FO0IHMY	LG Electronics Tone Pro HBS-750 Bluetooth Wireless Stereo Headset - Retail Packaging - Black	The best Bluetooth device I've seen	The best Bluetooth device I've seen. The lowest profile device. No cords hanging down. It is comfortable enough that I forget it is there.
272	__label1__	4	N	Kitchen	B0015ADESE	International Silver American Bead Stainless Steel Flatware, 53-Piece Set, Service for 8 (5027190)	sooo beautiful.	I really love this Gold Plated flatware. It is sooo beautiful. I do wish you would see if you can manufacture some matching ice tea spoons. Then the set would be perfect.
12755	__label2__	5	Y	Musical Instruments	B004CY24IQ	Seydel Triola Music Book -English Volume 1	Great addition to the Triola piano flute.	Simple for kids, but fun for all!  Our five year old enjoys playing the instrument, and has started to slowly pick out her way through these songs.
3792	__label1__	1	N	Lawn and Garden	B00027D6DY	P3 International P7816 Attack Wave Ultrasonic Pestrepeller	nil	There was absolutely nothing different when this product was used and I don't expect many other customers to experience otherwise.
1167	__label1__	2	N	Home	B003IHU9X0	Sleep Better Ultimate Memory Foam Queen Mattress Topper with Removable Cover	unhappy	"I have waited several days now and it is still 5' thick. Since the minimum thickness I wanted was 6"", I thought this mattress would be okay. But being only 5"" thick, I am unhappy with it. I would return it if I could."
14684	__label2__	5	Y	Kitchen	B005FYF7XQ	National Presto 05461 Stainless Steel Pro Fry Immersion Element Deep Fryer	Works great and easy to clean	My wife loves this deep fryer and I love how easy it is to clean.  I'm not crazy about the controls being above the vented lied but logically, your won't be adjusting anything once you start the frying so it's been fine for her.
13189	__label2__	5	Y	Home Improvement	B003BIGDKE	GE WR60X190 Refrigerator Evaporator Fan Motor Assembly, 1/8 X 1 Inch, 115V, 12.5 watts	Fixed my fridge on the cheap	My refrigerator was not working although my freezer (top unit) was.  I tested my evaporator fan with a volt meter and determined it was blown.  The information on how to do all this can be found through google.  After ordering the part and installing which was very easy, my fridge is working again.  Shipped on time everything was like I expected.
4554	__label1__	5	Y	Wireless	B00UXYCYJI	HTC One M9 Case, Enther® [Ultimate Cushion]Slim Scratch / Dust Proof Hybrid Transparent Clear Case with Shock Absorb Trim Bumper - Authentic Retail Packaging - for HTC ONE M9	Thanks	The HTC One M9 is a recent new release. Before using this case, I need to buy a protective case for it and this is by far the best one I have bought. It provides all around protection. All exterior borders and back are sealed up giving it no chance to get damaged.
8269	__label1__	5	Y	Pet Products	B00ZAYRCWA	Dog and Cat Brush for Long and Short Hair Pets - Best for Grooming Both Lange and Small Animals - Including Horses and Rabbits - Pin & Bristle Grooming Tool Anit Shedding Brush By Shed Ninja	I gave this to my mother in law and she ...	I gave this to my mother in law and she loves it. It's big enough and can comb her dog properly. It's very handy and light weight too!
20421	__label2__	4	Y	Apparel	B0073MLZ70	Alpine Swiss Mens Leather Flipout ID Wallet Bifold Black Wide 2 Bill Sections	i am quite happy with this wallet	i am quite happy with this wallet. At first it takes some time to 'break it in', but after a few weeks, I have had no issues with putting in or taking out credit cards or money, but at first, it is a little tight.<br /><br />Plenty of space for credit cards, work badges, money and identification cards. The fold out part of the wallet is great for identification requests without having to take out your ID.<br /><br />Great wallet for a great price.
3306	__label1__	4	N	Watches	B004JOM2A4	Seiko Women's SUP028 Stainless Steel Solar Watch	Very Attractive Watch	wife is really happy with this and it looks great.  i would have given it 5 stars except for one issue, the band is adjustable only to the width of its links.  so in my wife's case she is wearing it loose.  also no instructions are included.
10791	__label2__	5	Y	Home Improvement	B002OU9B86	Magic Sliders 80378 Rubber Door Stop	Open please.	I suspect that my building is tilted because my bedroom door closes by itself (otherwise the building is haunted). Using this clear door stop keeps the door open and is almost invisible. Works great on carpet (didn't try it on tile).
19316	__label2__	5	Y	Lawn and Garden	B000EFFS4Y	Suncast PW100 Powerwind 100-Foot Capacity Automatic Rewind Garden Hose Reel	LOVE IT!!	We are extremely happy with this-- no complaints at all. We used it about twice a week during the summer and never had to charge it after the original charge. I would recommend it to everyone.
10584	__label2__	5	Y	Grocery	B0042DIZIU	Wonderful Pistachios Roasted and Salted Pistachios,1.5 Ounce, Pack of 24.	Love Pistacchios!	I love pistacchios, and I especially love the single servings bags.  My only negative would be that every now and then I get a pistacchio that I cannot open, so then I feel like I've wasted my money.
17913	__label2__	5	Y	Electronics	B002UKSZUU	SPIN-CLEAN - STARTER KIT RECORD WASHER SYSTEM Mk2	Spin Clean system	This sytem works great!  I did the before and after playing of the vinyl just to see if it made that big of a difference.  Wow!  What a difference in the sound.  Really a great product here!  Glad that I finally forked over for this.  Worth every penny if you like to play vinyl.  Records just shine,  need plastic sleeves to keep protected though.
8085	__label1__	5	Y	Camera	B00GTYC33I	MegaGear ''Ultra Light'' Neoprene Camera Case Bag for Sony NEX-5TL, Sony NEX-5R, Sony NEX-3N with Sony SELP1650, Sony A5100, Sony A5000 16-50mm Lens (Gray)	Perfect	I love this case! My camera fits nicely and there is easy access to the camera. I traveled with it soon after purchase and it was a joy to work with.
9591	__label1__	5	N	Tools	B000O8OTNC	Smith's PP1 Pocket Pal Multifunction Sharpener, Grey	easy to use	Excellent little sharpener. Easy to carry with your knife.I bought one for the tool box and was happily surprised at the edge it put on a knife.
6200	__label1__	5	N	Books	1491216670	Anal Sex	Fun on the Hersey Highway of Love	A great informational to get your girl to take it in the behind. Yeah, really good for convincing her. It's more of a pamplet. But hey whatever! At least Amazon isn't lame and lets it be sold.
8352	__label1__	5	Y	Video Games	B00OCJO9WU	Water Asleep®mouse,2400 DPI Wired USB Optical Beautiful Gaming Mouse with 6 Programmable Buttons,colorful Office Mouse Home Student Mouse Game Mouse.certification of Ce, FCC and Rohs.	Ideal gaming mouse!	Awesome gaming mouse! It's just perfect and ideal for gamers. It's well designed with a comfortable shape and textured grips! It has a great feel and performance to match. Have a great experience and comfortable with this sexy beast! Totally worth the money!
6388	__label1__	5	N	Lawn and Garden	B00O1WU3W8	EcoTraction ET3RJ All-Natural Volcanic Mineral Ice Traction Granules, 7.7-Pound Jug	This is my favorite copy & printing paper	This is my favorite copy & printing paper.<br /><br />I've found that it works well with this:<br />http://www.amazon.vote/gp/product/B00BB5DJU6/<br /><br /> Georgia-Pacific was recommended to me years ago by a copier franchise owner. He told me it would not produce a lot of messy dust in the copier/printer as other papers do. I have been using it ever since. I have always liked the 5-ream pack-see GP Copy & Print Paper, 8.5 x 11 Inches Letter Size, 92 Bright White, 20 Lb, 5 Reams/Carton (2500 Sheets). It's convenient, but was not available this time with &#34;&#34;Amazon Prime&#34;&#34; shipping. In fact, the price was much higher (not being sold by Amazon). So, I saw these 3-ream cartons with &#34;&#34;Prime.&#34;&#34; Like the 5-ream, these are easy to carry, compared to the bigger boxes of ten reams. I have always found the price to be one of the best bargains. It looks like Amazon is going to keep it like that. One of my main complaints about having paper like this delivered is that they so often come &#34;&#34;beat-up!&#34;&#34; Then, you have to go through the whole process of returning it. What a pain! I think we all hate that! Right? What's the use? Not this time! These came from the manufacturer in a thicker than normal cardboard box which seemed to resist shipping damage. Hopefully, this is where I will buy all my paper in the future.<br /><br />Update: 4/5/2014 -- Almost a year later, this is where I have bought most of my paper since. I am extremely satisfied with this paper, the size of the box, the convenience, the packing (if you buy more than one box), basically everything! And, in all this time I have not had a &#34;&#34;beat-up&#34;&#34; box of paper delivered.<br /><br />Update: 8/27/2014 -- I have tried other deals on the 10-Ream Cartons GP Spectrum Premium Multi Use Paper, 8.5 x 11 Inches Letter Size, 92 Bright White, 10 Reams/Carton (5000 Sheets) that occasionally appear, but each time the office staff has asked that we go back to using this economical, very convenient and easy to handle 3-Ream Pack.<br /><br />Update: 2/18/2015 -- I tried GP Spectrum® 96 Multipurpose Paper at a good price. Still, I keep coming back to this best of all bargains in copy paper.
8231	__label1__	5	N	Jewelry	B00A4Y8XM4	Cufflinks Set for Tuxedo - Formal Black with Shiny Silver, Including a Tie Clip	As the material	Nice cufflinks set, the production also is good such as the material so I rate them with 5 stars and the value rate is resolvable too.
12434	__label2__	5	Y	Grocery	B001DTKHA0	Iliada Kalamata Greek Extra Virgin Olive Oil , 17-Ounce Glass Bottles (Pack of 3)	Only one better	The Artisanal EVOO from Il Borro in Tuscany is the only better I have ever tasted and I was married to a half Italiana for 28 years and lived with another primera generacion Italiana for 8 years.<br /><br />I do know my EVOOs.<br /><br />Ciao
9600	__label1__	5	Y	Tools	B00004RGVF	DEWALT DW1163 13 Piece Black Oxide Split Point Twist Drill Bit Assortment	Standard	Everyone and their moms needs a drill bit set and if you have to pick a brand that is well built and made quality DEWALT is the way to go. Great set.
10212	__label1__	5	N	Luggage	B005N2958S	Rockland Luggage Melbourne 3 Piece Abs Luggage Set, Silver, Medium	cute	The family that travels together, clings together. It is really cute that when we travel, we have the same luggage with us. It really looks so cute. My daughter feels great with it too. There's a lot of space for everyone and it looks strong too.
15192	__label2__	5	Y	Office Products	B002X3DICE	4 Pack Brother TN580 TN-580 Toner Refill Kit (Save Over $200.00 Only $8.50 Per Refill)	If cartridges were built better it would be a good idea.	No better or worse than other toner refills I have bought. They just don't seem to make cartridges well enough to outlive the toner charge by a great margin. I've finally resigned to replacing the cartridge and using the saved time to make more money than replenishing old cartridges saved me.
14621	__label2__	4	Y	Outdoors	B00OJ011RI	TYR  Men's Hurricane Wetsuit Category 1, Black/White, X-Large	Seems like a good price/value marriage	As this is the first time I have used a wetsuit for swimming, I can only comment briefly.  The fit is true, in my opinion.  The buoyancy is really nice.  Having said that, I would definitely prefer a bit more freedom in the shoulders.  It seems to wear me out a little when I try to extend the arm on entry.  Its really a nice first suit, though.  I am hoping it will loosen in the shoulders.
16966	__label2__	3	Y	Books	0816016860	In Search of the Dark Ages	"a little bit ""light"""	Somewhat on the light side for those who are not new to the topic, but a good book overall.<br />As with most history book, it is hard to undersatnd the lack (or scarcity) of maps.<br />Rather less engaging than Wood's book on Troy.
13517	__label2__	5	Y	Sports	B004INOO8Y	RumbleRoller Half Size Extra Firm Black - Textured Muscle Foam Roller Manipulates Soft Tissue Like A Massage Therapist - 12 Inches	No pain no gain	Oh boy this thing brings the pain but you will feel oh so wonderful afterwards.<br /><br />This is the perfect size to take with you in your gym bag.<br /><br />I used it before and after all my gym sessions.  I actually use this instead of stretching most of the time.<br /><br />Also I watched a lot of videos online to look at methods and techniques on how best to use this.<br /><br />This is a great substitute for a $50 massage, and you can do it every day.<br /><br />Especially helps me when my body is sore from a heavy workout session.<br /><br />I would buy this again, and do recommend it to anyone.
13895	__label2__	3	Y	Camera	B0062TVHBE	"Smallrig® LCD Monitor Shoe Adapter 1/4"" Camera Hot Shoe Mount w/ Additional 1/4"" Screw for Cameras Such As Canon, Nikon, Olympus, Pentax, Panasonnic, Fujifilm & Kodak"	Great product, but lose	The LCD monitor adapter works perfect and all but it's lose and it tends to move around a lot, so I'm risking it falling out. But other then that I love it!!
8897	__label1__	5	N	Video DVD	B00DL46ZN8	The Way, Way Back	Sweet and endearing	"A good coming of age movie, Liam James' Duncan reminded me in a way of the innocence of Patrick Fugit in ""Almost Famous"", an awkward kid who doesn't know how to connect to others yet, to be confident and to be himself. He finds a mentor in a part time job at a water park who can help 14-year-old Duncan become the man he should be, a good person on his own merits. Subtle and honest acting, particularly from Liam James, whose slight disconnection and disaffection could remind any of us of being a young teen again."
11251	__label2__	5	Y	Home Improvement	B000G837TW	InSinkErator Evolution Compact 3/4 HP Household Garbage Disposer	Quiet ... ahhhhhh	This disposal is very quiet, looks great (if only it was meant to be installed in a more visible place ...), and is priced right. You will hear it, but it's more like a purr than the older disposals which sounded like ... well, sounded scary.
6027	__label1__	5	Y	Video Games	B00LG6BTVQ	Ortz® Xbox One Battery Pack - Rechargeable 2400 mAh for Wireless Controller - Play Kit with Micro USB Charging Cable - Charges Under 4 Hours - Battery Life 25 Hours of GamePlay - Best Accessory for Charging Station - 1 YEAR WARRANTY	Affordable	FOr a price tag below $20, the Xbox One rechargeable battery pack for wireless controller does it for me. It's affordable and works without any issue. Well, that's all I need it to do! You should consider arming yourself with one just in case.
2912	__label1__	4	N	Video DVD	B008BRLZEO	Jillian Michaels Killer Abs	An upgrade from my 8 minute abs routine	I have been using the 8 minute abs from the 1980s.  I have it on VHS format and the video is extremely old but still does the job.  The problem was with it being VHS i rarely ever did the routine again.  I got this DVD and it blows 8 minute out of the water.  So much that I cannot keep up.  I just try and go at my own pace, but really shreds your core (although with me you cannot see yet).  If you want an insane ab workout give this a shot.  If you can keep up then you are awesome!
11959	__label2__	2	Y	Apparel	B000FWCSXA	Leg Avenue Women's Plus Size Back Seam Fishnet Pantyhose, Black, One Size	didn't like	Not very good quality and keeping them straight was a pain. I am guessing by plus sized they meant 3lbs overweight.
12278	__label2__	5	Y	Watches	B000AYW0KO	Timex Women's T2H381 Easy Reader Two-Tone Stainless Steel Expansion Band Watch	Great watch for the price ($28)!	Such a nice, basic watch - and at a great price!  Large face with easy-to-read numbers - no squinting!<br />I personally like the expansion wristband. I need to remove the watch frequently for hand-washing, and this just slips on and off or pushes up my arm - no clasps to fiddle with with dirty hands. The lighting feature is also very useful - just push the side mechanism and the face lights up.  No worries about losing or trashing an expensive watch. Love it.
9218	__label1__	5	Y	Jewelry	B00DY29R64	Infinity Silver Karma Wish Tree Best Friend Love Black Rope Leather Bracelet	Nice and pretty	Nice and pretty. Received the item very fast and it is well packaged. I also get lots of compliments from my friends. :)
17619	__label2__	5	Y	Apparel	B004LKDFKM	Pacific Legend Parrots Beach Border Hawaiian Shirt (3X, White)	Beach Hawaiian Shirt	Thanks so much, Just the right size and beautiful colors! Can't wait to were it on my honeymoon to the beach!
14678	__label2__	5	Y	Furniture	B00HGOV7BE	DynastyMattress 8-Inch CoolBreeze GEL HD Memory Foam Mattress-TWIN Size	This Has a 5 Thumbs UP from my niece whom I purchased it for....Never seen such excitement!	My niece is so excited about this bed. It is her first big girl bed, and she constantly tells us how much she loves it and how comfy it is. She sleeps good too. The adults have laid on it and a couple took naps, as they too thought it quite comfy. I would highly recommend this mattress!
14736	__label2__	5	Y	Toys	B000GKD09C	Melissa & Doug Cutting Food	Great gift. No batteries. Gender neutral.	Bought it for a friend's son's first year birthday present because it doesn't need batteries and is gender neutral. She loved it because there are no batteries, no sounds, and no lights. Her son loves making sandwiches for their dog. Would definitely recommend
11799	__label2__	4	Y	Pet Products	B000URLVXI	Ideal Pet Products 7-by-11-Inch Aluminum Medium Deluxe Pet Door with Telescoping Frame	Far better than the PetSafe plastic pet door.	I ordered and returned a PetSafe plastic pet door that I had ordered from Amazon. That door received a much longer and detailed review than the review on this one will be.<br /><br />This door is much better quality and well worth the extra cost over what the plastic door cost. I deducted one star simply because the total cost, for either door, is around 25% to 30% more than what they are worth and cost to manufacture. But in today's world, isn't everything?
4380	__label1__	5	N	Books	0061564893	1421: The Year China Discovered America	1421	Loved this book, although it took me a long time to complete the reading. Not a light read at all, but a worthwhile one.
7245	__label1__	5	N	Office Products	B00SJC807Q	Bitzonic USB Digital Voice Recorder 8gb Flash Drive - Best Spy Voice Recorder for Meetings, Presentations with On/off Switch Button	Very Nice	I have used many small voice recorders before but I found this one more convenient to use and keep, this is very small & easy to carry. It has a good shape & you will never feel that it will slip off your hands, the additional cover protects the usb from dust & damages too.
611	__label1__	1	N	Home	B00NAX7H78	Silhouette Cameo -- Starter Bundle	there's no repair center and machine goes off every 20 minutes...	Don't bother buying this cutting machine, because you'll end up with wasting a good money on something that cannot be repaired. Once I got the package, I wanted to install the machine via internet updates, and after I connected (hardly) online I download the latest software, but the problem was not in that. The problem was that, in every 20 minutes, machine goes off for no apparent reason. The worst thing is that the Silhouette repair center DOESN'T EXIST. so no one could repair this machine. I ended up as returning this item to Amazon...<br /><br />Once I got a refund, I bought Cricut Explore ( http://amzn.to/13Njs94 ) cutting machine which was far more better than Silhoutte version. I didn't had any problems in installing it and the fact that it comes with battery that last for 2-3 hours is really something that beats Silhouette version :).
7117	__label1__	5	N	Electronics	B00DJUXO9C	Flips Audio FH2814BK Collapsible HD Headphones and Stereo Speakers, Black	Excellent!	I bought Flips Audio for my brother who is a headphone junkie. He jumps from one pair of headphones to another almost every month. He's kept Flips since I bought them for him off their website about 3 months ago and he absolutely loves them!
5935	__label1__	5	Y	Kitchen	B00NWXBYHU	Estaly Stackable Cactus Plant Mugs Set for Coffee or Tea. Cute Southwestern Decor	Excited to buy	This is by far the most durable coffee cup set that is available. The cups are of a really good quality and are in a very close to real shade of a green small sized cactus, which is not growing in the Sahara desert but is placed eloquently in the kitchen. However, you will have to keep an eye on the little ones, who may mistake it for a real cactus and get all excited.
18805	__label2__	5	Y	PC	B0090UFNR6	WD RE 2 TB Enterprise Hard Drive: 3.5 Inch, 7200 RPM, SATA III, 64 MB Cache (WD2000FYYZ) (Old Model)	Sure you pay more than Seagate but the quality control on WD drives is amazing.	I've never had many problems with Western Digital drives.  Sure you pay more than Seagate but the quality control on WD drives is amazing.
7045	__label1__	5	N	Office Products	B004OA74B0	VTech CS6419-2 DECT 6.0 Expandable Cordless Phone with Caller ID/Call Waiting,  Silver with 2 Handsets	Great Deal	I love this phone since I bought the first one I have purchased 2 more for my other felicities, I most tell you guys it is something that really does what it is meant to.
1886	__label1__	1	Y	Wireless	B00SVH91R2	iGotTech Ballistic Glass Tempered Screen Protector for iPhone 6 Plus/6S Plus	:(	after few weeks of installing my screen protector.. the lower part is starting to peel off. :( after few days it was all gone.
6526	__label1__	5	N	Video DVD	B006M3M5FM	Celebrity Skin Nude Compilation DVD Feat. Sexiest Stars & Hottest Nude Scenes of the 70's & 80's	Very interesting	The title tells you almost everything you need to know about this disc. They start off each segment with a little bio about the actress that is appearing. I found the bio very interesting and much of the information supplied gave me knowledge of the actress I enjoyed.
20980	__label2__	5	Y	Shoes	B004JHQ0UE	Vera Bradley Small Cosmetic (Folkloric)	Adorable......	I have been looking for a Cosmetic bag, and I've never bought Vera Bradley before and I'm so very please!
1283	__label1__	4	N	Office Products	B000T9Q6E6	Pilot G2 Retractable Premium Gel Ink Roller Ball Pens, Fine Point, 2-Pack, Black Ink (31031)	Pens	YOu can see easily through the pen how much ink there is left. (the picture of the pens does not really show that so clearly, but I like this feature because then you know when you need refills!)<br /><br />The quality of these pens is excellent!
8837	__label1__	5	N	Shoes	B00CY1FCXS	Scarleton Large Drawstring Handbag H107828 - Sand	Love the bag.	Love the bag. The shoulder strap wears so nicely on the shoulder. It has the arm handles and feels nice on the arm. Roomy easy to find things. I have leopard and winsor. Five of my friends own the brand and others as well we all like the product.
12502	__label2__	2	Y	Pet Products	B003SLIENI	YUP! Nylon Non Pulling Dog Harness, Medium, Black	Keep tension and it will be fine.	Not so great unless you can keep holding up while walking.  If you don't keep tension, doesn't work well.
11504	__label2__	5	Y	Home Improvement	B00FWYESVQ	SmartThings Hub, 1st Generation	This is the best home automation hub i've used.	Great solution for getting started in home automation.  I've tried the Iris system (fail), i've looked at others, but this is a nice system with lots of growth potential.  I am already using it with door sensors, door locks, and getting ready to set up a garage door opener with the system.  There are no stupid monthly fees to use all the features, like some other products. It works with Zigbee and Z-wave devices.  Setup is easy, and the &#34;scripting&#34; process is fairly straightforward.  Some of the more advanced features take a little time to figure out, but stick with it and it will make sense.
2353	__label1__	2	N	Home	B004G8QCMW	Rio Home Fashions Seat Cushion Memory Foam Pillow	Rio Home Fashions Seat Cushion Memory Foam Pillow	I got this and it's completely useless. It doesn't offer any cushioning and I can't believe I wasted my money. It smells bad too. And you can't wash it if anything gets on it, which should be common sense. Make something you can take off of the pillow.
14046	__label2__	3	N	Musical Instruments	B00K02D58M	Warwick LWA1000BLACK Bass Amplifier Head	Try others first	This amp is OK but not what it is advertised to be. Contrary to what the videos say, it is not the only Class D amp on the market to provide the wattage advertised. It has that harsh solid state sound that some of the other companies overcome by using hybrid (Tube/Solid State technology). It does have some nice features. The dual channels are very niece. The EQ is very nice because they kept it simple. I also like the compression. It seems like most Bass Amp makers have gotten away from adding compression in the last 10 years. All in All it isn’t a bad amp/sound but Warwick really over hyped it. The advertisement makes it sound like it has the best sound out there in the Class D market and it simply is not true. You can find better by doing your research and trying one out. I bought one because of the advertisement and was pretty excited about the dual channels. (I like to play 2 guitars during a performance) but was very disappointed by its, sound. I guess I can always use a $799.00 practice amp.
10558	__label2__	4	Y	Sports	B0032X017O	Guide Gear Hunting Hang On Tree Stand	Perfect for my needs.	Great for the price. Very basic and if worst case scenario it walks off its not a huge finical loss. I put a different pad on it though because the one that comes with it is a bit like a sponge and I didn't want to come to the tree and sit on a wet sponge. I didn't actually test its porosity but it sure looks like a sponge and I didn't want to find out the hard way.
8895	__label1__	5	Y	Camera	B00Y2J7N14	"Action Sports Camera-icefox (R) Waterproof WIFi Action Camera 12MP 1080P HD 2.0""LCD Diving Helmet Sports Car Camera with Free Accessories Kit (Black)"	best camera yet!	Getting this type of camera at such a low cost is really awesome. It takes pictures as well as videos in HD quality. this camera is easily portable and  click the picture in extreme environments conditions. best part is remote control access and micro phone with good quality.
2802	__label1__	4	N	Camera	B004MF58M4	Sylvania 7-Inch Digital Picture Frame (Black)	Great Product	Very good product for home ,gift .good resolution just say goooooooooooood. amazon as same to good.but this time packaging are so bad pls careful.
695	__label1__	4	Y	Kitchen	B00KDQOI0E	Best Vegetable Peeler: Ceramic Vegetable Peeler by Cestari Kitchen - Pro Peeler with Razor Sharp Ceramic Blade, Ergonomic Handle	Easy to grip handle	Works as described. The ergonomic handle is a big improvement over the traditional models. The blades are sharp, making it unsuitable for children helping around the kitchen.
5147	__label1__	5	N	Pet Products	B005DHBNE2	VitaLife All Natural Dog Treats - Sweet Potato & Duck Twists 1 lb (16 oz)	CANINES' FAVORITE TREATS	My dogs go crazy for them as soon as they hear the bag rustle, I think that says enough for the treat itself. Will never switch products after finding this one
2163	__label1__	4	N	Toys	B00AQLUFJE	KidKraft Raleigh Bed, White	Easy set for my kid.	It is very sturdy bed for our preschooler. Doesn't take up too much room. Easy to assemble and looks great. Love it!!<br /><br />I am very thankful that I bought one.
17715	__label2__	5	Y	Sports	B000Q9C4AE	Spyderco Tri-Angle Sharpmaker Knife Sharpener 204MF	Wow I was really surprised how good the sharpener was	Wow I was really surprised how good the sharpener was. I am a retired knife maker and never dreamed there was a sharpener that would work so good .It is so fast. It was so good I bought another one for a friend of mine. James B Smith jr
1834	__label1__	3	N	Electronics	B0080SE6H2	Ceptics Grounded Universal Plug Adapter for US (Type B) - 3 Pack	I'm glad I got the three pack	I went on a vacation in Guam. It was a relief that I had already purchased these. The hotel had similar items, but they wanted to charge way too much for it. I'm glad I got the three pack. It was handy as I had several electronics to charge.
